Country,ISO 3166-1 alpha-3,UN M49,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita,Population,GDP(usd/one trillion),,
South Africa,ZAF,710,2003,404.409657,357.444766,39.743769,2.469558,4.458418,0.293147,,8.406978,48104048,0.197018965,,
South Korea,KOR,410,2023,577.416597,251.869862,170.389143,122.050539,22.918451,0.006083,10.18252,11.15047,51712619,0.203296469,,
South Korea,KOR,410,2022,602.092409,268.099113,173.66395,126.731783,23.408959,0.006083,10.18252,11.619859,51672569,0.211854416,,
South Korea,KOR,410,2021,616.074988,283.908353,171.484229,126.789734,23.704068,0.006083,10.18252,11.886424,51769539,0.216714455,,
South Korea,KOR,410,2020,597.634251,282.883413,165.067876,116.63454,22.865592,0.00031,10.18252,11.527396,51836239,0.210168621,,
South Korea,KOR,410,2019,646.102263,321.60607,175.797343,113.58643,24.9299,0,10.18252,12.472095,51764822,0.227392467,,
South Korea,KOR,410,2018,670.168699,340.3476,177.632938,117.17267,24.70206,0,10.31343,12.968438,51585058,0.236441841,,
South Korea,KOR,410,2017,654.537269,337.668762,179.413376,100.860571,26.35058,0,10.24398,12.70659,51361911,0.231667803,,
South Korea,KOR,410,2016,637.914084,320.697359,184.034149,96.655486,26.67176,0,9.85533,12.432553,51217803,0.226671533,,
South Korea,KOR,410,2015,634.177278,335.411292,170.593973,92.588923,25.77871,0,9.80438,12.436214,51014947,0.226738281,,
South Korea,KOR,410,2014,629.366484,331.303871,161.53353,101.445313,25.41199,0,9.67178,12.448395,50746659,0.226960366,,
South Korea,KOR,410,2013,634.580703,320.643622,168.582207,111.530864,25.05014,0,8.77387,12.666729,50428893,0.230941053,,
South Korea,KOR,410,2012,627.943034,316.989866,170.817246,106.566313,24.8486,0,8.72101,12.651422,50199853,0.230661974,,
South Korea,KOR,410,2011,623.442837,320.169094,171.468675,98.512948,24.7206,0,8.57152,12.679365,49936638,0.231171434,,
South Korea,KOR,410,2010,594.33911,295.050323,176.156433,91.541235,24.29735,0,7.29377,12.175826,49554112,0.221990861,,
South Korea,KOR,410,2009,537.819831,262.394545,172.708274,72.171182,24.55339,0,5.99244,11.06898,49307835,0.201810735,,
South Korea,KOR,410,2008,532.650764,253.041243,171.08832,75.92433,26.07981,0,6.51706,11.005493,49054708,0.200653234,,
South Korea,KOR,410,2007,521.708715,228.427157,187.258138,73.37012,26.27512,0,6.37818,10.819208,48683638,0.197256868,,
South Korea,KOR,410,2006,503.478183,216.428256,190.054239,67.995038,23.13968,0,5.86097,10.478356,48438292,0.19104242,,
South Korea,KOR,410,2005,498.688299,209.293477,195.069382,65.26958,23.32588,0,5.72998,10.413296,48184561,0.18985624,,
South Korea,KOR,410,2004,491.389426,203.137986,196.255763,60.234056,26.12359,0,5.63803,10.295776,48082519,0.187713604,,
South Korea,KOR,410,2003,485.212785,195.319077,205.372465,51.400623,27.9204,0,5.20022,10.206467,47892330,0.186085313,,
Turkiye,TUR,792,2023,432.077319,157.877936,131.863576,97.466346,38.27024,0.209817,6.389404,5.034916,85326000,0.091797085,,
Turkiye,TUR,792,2022,437.305314,168.425015,125.124912,98.902703,38.253463,0.209817,6.389404,5.124197,84979913,0.093424865,,
Turkiye,TUR,792,2021,452.70279,166.226358,119.998118,115.652301,44.226793,0.209817,6.389404,5.340025,84147318,0.097359863,,
Turkiye,TUR,792,2020,412.926872,159.295584,114.068514,92.28989,40.812754,0.195236,6.264895,4.907883,83384680,0.089481007,,
Turkiye,TUR,792,2019,402.692254,165.994084,114.353998,83.613834,32.348743,0.182841,6.198753,4.82372,82579440,0.087946539,,
Turkiye,TUR,792,2018,422.05862,163.562891,116.358133,95.750879,39.413498,0.174472,6.798746,5.096754,81407204,0.092924522,,
Turkiye,TUR,792,2017,430.900877,158.615273,120.765446,104.889667,39.468752,0.157038,7.004701,5.249139,80312698,0.09570282,,
Turkiye,TUR,792,2016,405.95021,152.272193,117.84743,91.851895,37.527871,0.157941,6.292881,5.010531,79277962,0.091352496,,
Turkiye,TUR,792,2015,384.92966,139.390286,108.642691,96.437587,34.440797,0.154593,5.863706,4.832996,78218479,0.08811566,,
Turkiye,TUR,792,2014,364.028278,130.463645,98.997707,93.536739,34.498393,0.145487,6.386307,4.660333,77181884,0.084967651,,
Turkiye,TUR,792,2013,347.331771,125.597747,94.356791,86.692258,33.913065,0.145537,6.626374,4.535772,76147624,0.082696643,,
Turkiye,TUR,792,2012,356.107201,141.82731,89.7275,87.093543,31.371621,0.143695,5.943533,4.730597,75175827,0.086248711,,
Turkiye,TUR,792,2011,342.057326,135.424786,84.197192,86.04764,31.454101,0.150521,4.783085,4.611562,74223629,0.084078453,,
Turkiye,TUR,792,2010,316.193043,129.772463,80.522863,71.654614,29.977052,0.156157,4.109894,4.319852,73142150,0.078759968,,
Turkiye,TUR,792,2009,316.412299,130.449191,83.740047,71.360086,27.039663,0.138216,3.685096,4.380886,72039206,0.079872746,,
Turkiye,TUR,792,2008,310.622132,122.958163,86.880178,71.54828,24.849844,0.134862,4.250805,4.355286,71051678,0.079406004,,
Turkiye,TUR,792,2007,313.693363,126.159041,87.865782,72.005242,22.779557,0.1329,4.750842,4.451517,70158112,0.081160497,,
Turkiye,TUR,792,2006,282.368323,111.676139,83.084477,62.166116,20.840535,0.135104,4.465953,4.056938,69601333,0.073966494,,
Turkiye,TUR,792,2005,264.870636,102.177556,84.446305,54.858681,19.117008,0.141602,4.129484,3.855203,68704715,0.070288441,,
Turkiye,TUR,792,2004,244.768581,93.453297,85.842936,44.367638,17.207184,0.140202,3.757324,3.610951,67785075,0.065835215,,
Turkiye,TUR,792,2003,236.765649,92.07826,81.859311,43.192863,16.021781,0.145183,3.468251,3.540827,66867327,0.064556707,,
USA,USA,840,2023,4911.391017,776.767132,2250.855882,1755.923419,39.714222,63.293603,24.836759,14.445414,334914895,0.263370213,,
USA,USA,840,2022,5078.871323,942.357342,2258.466826,1748.499035,41.417758,63.293603,24.836759,15.013372,333271411,0.27372528,,
USA,USA,840,2021,5032.212819,1004.759482,2238.882665,1659.128199,41.312112,63.293603,24.836759,14.932488,332048977,0.272250595,,
USA,USA,840,2020,4714.628032,877.920266,2047.544399,1656.254832,40.687747,67.7492,24.471588,14.034053,331526933,0.255870239,,
USA,USA,840,2019,5262.145074,1071.66559,2360.999081,1675.471057,40.895869,88.436967,24.67651,15.739861,328329953,0.286970699,,
USA,USA,840,2018,5377.797353,1256.631084,2366.168586,1619.274537,38.970745,72.066214,24.686187,16.191355,326838199,0.295202382,,
USA,USA,840,2017,5212.162345,1308.715965,2315.177042,1460.655677,40.323535,59.48642,27.803707,15.80443,325122128,0.288147927,,
USA,USA,840,2016,5252.932175,1347.943365,2299.96119,1481.873355,39.439018,55.13874,28.576506,16.053693,323071755,0.292692515,,
USA,USA,840,2015,5376.473125,1479.144819,2285.675597,1476.136419,39.907292,64.372059,31.236938,16.562983,320738994,0.30197794,,
USA,USA,840,2014,5528.681067,1710.593544,2247.931336,1435.209036,39.439018,63.123631,32.384503,17.168006,318386329,0.313008779,,
USA,USA,840,2013,5480.156537,1720.408281,2224.62753,1410.481513,36.369227,57.422727,30.847259,17.158994,316059947,0.312844472,,
USA,USA,840,2012,5344.08598,1658.491257,2196.02464,1372.072485,35.270345,51.515325,30.711928,16.876879,313877662,0.307700923,,
USA,USA,840,2011,5546.116067,1873.283961,2252.41402,1310.706805,32.208358,47.863201,29.639723,17.669734,311583481,0.322156334,,
USA,USA,840,2010,5679.715249,1982.953819,2300.573667,1290.495261,31.449235,43.407334,30.835932,18.252019,309327143,0.332772611,,
USA,USA,840,2009,5480.725731,1872.385762,2280.318395,1231.696255,29.614644,41.081517,25.629158,17.765031,306771529,0.323893798,,
USA,USA,840,2008,5915.118465,2135.889582,2414.71694,1252.606077,41.415652,42.054316,28.435899,19.349745,304093966,0.35278646,,
USA,USA,840,2007,6130.12276,2175.032881,2592.442283,1247.321068,45.508881,40.462907,29.35474,20.248576,301231207,0.369174035,,
USA,USA,840,2006,6052.686215,2152.560001,2609.565968,1173.251903,46.850744,40.037111,30.420488,20.192239,298379912,0.368146894,,
USA,USA,840,2005,6132.18327,2188.33666,2642.55555,1186.901876,46.194121,39.430492,28.764571,20.658025,295516599,0.37663915,,
USA,USA,840,2004,6112.654584,2164.412061,2630.811207,1204.871148,45.885581,39.120044,27.554543,20.795028,292805298,0.379137002,,
USA,USA,840,2003,6010.145463,2144.085825,2557.331481,1201.065892,43.349101,38.566553,25.746611,20.645629,290107933,0.376413145,,
